genes	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC111557823	1	0	2	1	7	0	0	0	0	0	0	53	54	0	0
RGS9	8	3	0	1	22	3	5	19	11	3	7	135	191	14	13
LOC109494425	4	3	5	2	12	7	0	0	0	1	3	22	16	0	2
LOC111557791	0	1	0	0	1	1	0	2	0	0	3	14	11	0	1
LOC111557790	2	3	2	2	3	1	5	3	0	6	8	47	54	7	12
GNA13	3282	3179	3117	2271	801	2670	3769	4288	3629	5494	7312	404	320	4633	5387
LOC109494426	18	6	12	8	3	6	1	2	1	1	1	22	24	3	2
AMZ2	870	662	791	386	135	510	1506	1416	1149	1709	2440	79	92	1333	1630
ARSG	47	57	67	60	28	33	89	93	91	113	142	98	87	76	84
SLC16A6	17	8	16	14	6	2	7	7	3	5	8	82	93	1	1
WIPI1	258	250	226	128	66	172	2117	2359	2035	2694	3366	87	109	2416	2761
LOC102900295	36	34	32	22	13	31	12	22	16	16	23	12	16	15	15
PRKAR1A	2963	3170	3651	1635	730	2246	4987	4956	4288	6322	8652	654	436	4413	5411
FAM20A	13	7	7	7	13	8	577	275	250	709	853	95	117	271	359
LOC102900442	20	16	24	25	14	24	35	4	4	11	9	67	91	5	11
LOC109494090	0	1	0	1	0	0	0	0	0	0	0	7	7	0	0
LOC109494430	4	5	1	1	4	2	2	0	0	3	3	59	74	0	0
LOC105261192	0	1	3	0	4	0	1	0	0	0	0	8	10	0	0
ABCA8	28	23	11	22	27	10	988	1493	1250	458	631	213	238	952	1101
ABCA9	44	41	33	18	45	13	6487	6898	5451	4046	4974	221	289	2932	3405
ABCA6	1366	761	1781	339	623	656	1168	190	175	1368	1862	218	266	1858	2136
ABCA10	49	60	58	20	51	35	31	31	11	34	27	142	215	6	4
ABCA5	3816	7022	4717	1189	770	3626	2231	2830	2231	2266	2994	141	203	593	668
LOC102900820	21	11	15	16	6	2	0	0	1	0	0	20	40	0	0
LOC102900853	52	32	41	20	18	40	0	3	1	1	0	42	57	0	0
MAP2K6	854	737	651	246	177	459	16	49	18	12	22	257	342	10	15
LOC111557731	1	0	0	0	4	0	1	0	0	0	0	28	35	0	0
KCNJ16	4	1	5	2	17	5	6	3	5	5	12	122	147	0	0
LOC109494435	4	0	4	3	7	1	0	0	0	0	0	23	32	0	0
KCNJ2	435	179	425	64	136	212	42	25	22	29	61	138	155	3	2
LOC111557785	2	0	1	0	4	0	0	0	0	0	0	19	18	0	0
LOC111557853	2	0	1	1	3	0	0	0	0	0	0	4	14	0	0
LOC111557832	3	0	0	0	2	0	0	0	0	6	4	39	55	0	0
LOC111557781	0	0	0	0	1	0	0	0	0	1	1	13	14	1	0
LOC109494437	0	1	1	0	3	0	0	0	0	0	0	33	25	0	0
LOC109494092	0	0	1	0	7	0	0	0	0	0	0	42	44	0	0
LOC111557815	0	0	0	2	2	1	0	0	0	0	0	18	23	0	0
LOC109494438	1	0	0	0	3	0	0	0	0	0	0	34	45	0	0
LOC109494441	0	1	1	1	3	0	1	0	1	0	1	48	60	0	0
LOC111557804	2	0	2	1	7	1	0	1	0	1	0	31	48	0	0
SOX9	3	0	0	0	5	0	459	502	400	848	1082	38	55	517	558
LOC109494445	2	1	3	0	3	1	5	3	5	1	2	11	14	1	0
LOC109494440	12	13	8	4	16	9	26	18	11	29	33	66	76	3	8
SLC39A11	2456	1788	2602	1617	715	2090	1218	1468	1283	1167	1417	174	158	1003	1116
LOC111557891	1	1	0	0	0	0	0	0	0	0	0	3	4	0	3
SSTR2	26	11	6	18	27	11	8	8	9	3	4	162	203	0	3
COG1	1017	856	824	471	240	590	487	589	438	632	784	222	172	366	431
FAM104A	445	525	494	251	100	341	496	610	557	575	706	76	47	366	508
CE1H17orf80	350	288	265	143	63	196	108	124	123	131	187	90	110	73	94
CPSF4L	6	3	11	9	14	7	4	5	7	1	3	65	53	0	3
CDC42EP4	60	38	62	39	41	50	311	329	290	339	426	82	92	218	180
SDK2	14	3	16	8	50	4	1023	749	675	631	754	393	423	322	398
LOC102901547	0	0	0	1	10	0	0	0	1	0	0	33	63	0	1
LOC109494451	3	0	5	3	8	2	1	1	0	0	0	63	47	1	0
LOC111557722	0	0	0	0	1	0	0	2	1	0	0	17	9	0	1
LOC109494119	2	0	1	0	6	0	0	0	0	0	0	16	17	0	0
LOC102901640	0	4	1	2	1	0	0	0	0	0	0	13	10	0	0
LOC102901670	0	0	1	0	1	0	0	0	0	0	0	11	19	0	0
LOC111557971	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
LOC111557787	1	0	0	4	4	0	0	0	0	0	1	43	63	0	0
LOC111557730	1	1	2	0	1	0	0	0	0	0	0	7	15	0	0
LOC109494453	0	0	0	3	2	1	0	1	0	0	0	19	44	0	0
LOC102901701	3	0	0	0	8	1	0	1	0	0	0	40	44	0	0
RPL38	3898	4243	4805	2724	957	3166	3347	3657	3279	3679	5529	178	94	2588	3044
TTYH2	6	2	7	4	18	0	723	1170	990	1095	1198	97	129	676	767
DNAI2	5	5	4	1	7	0	1	5	3	2	7	113	97	1	4
KIF19	2	4	6	9	19	3	2	2	5	6	3	62	100	1	4
BTBD17	1	2	2	3	11	0	0	0	0	0	1	35	36	0	0
GPR142	2	3	14	4	6	3	0	0	0	0	0	55	67	0	1
GPRC5C	39	28	45	18	28	21	211	242	230	2005	2208	102	143	109	105
LOC101088701	396	273	477	171	130	256	2	6	0	24	13	146	169	0	0
LOC101088964	39	73	34	29	18	19	0	0	0	0	0	29	36	0	0
LOC101089223	176	43	173	138	46	94	0	0	0	0	0	14	10	0	0
LOC101089477	7	9	12	16	9	13	0	0	0	0	0	41	51	0	0
LOC109494122	5	14	6	11	8	10	0	0	0	0	0	58	60	0	0
LOC109494123	2	3	1	2	11	2	1	0	0	0	0	39	71	0	0
LOC102899494	5	0	2	3	7	1	0	0	0	0	0	84	116	0	0
LOC101089971	1	0	0	78	0	0	2	0	0	0	2	39	55	0	0
LOC109494125	0	1	2	0	7	1	0	0	0	0	0	32	35	0	0
CD300E	392	483	319	152	117	292	0	0	0	0	0	108	75	0	0
LOC111557803	21	24	43	9	14	22	0	0	0	0	0	81	85	0	0
LOC111557778	2	1	2	5	2	4	0	0	0	0	0	6	8	0	0
RAB37	5916	6305	7167	3867	1386	6201	38	144	127	9	8	305	238	30	16
CD300LF	907	494	1192	378	242	560	23	1	2	2	4	137	140	14	26
LOC111557776	478	495	531	281	78	431	8	2	1	4	2	49	38	4	7
SLC9A3R1	1249	1150	1210	1021	298	838	245	181	172	229	377	414	276	238	206
NAT9	115	85	70	49	28	69	115	86	83	94	118	105	124	48	63
TMEM104	231	230	262	138	55	175	490	554	474	406	449	183	248	506	660
LOC111557777	4	1	2	2	6	3	2	2	0	1	0	16	16	0	4
GRIN2C	12	10	13	10	19	2	5	0	0	0	0	96	135	1	4
FDXR	198	201	172	89	44	122	101	138	111	108	156	91	101	119	142
FADS6	404	417	309	39	45	201	8	6	7	11	17	73	70	13	18
OTOP2	2	0	0	3	9	1	0	0	0	1	4	129	149	0	0
USH1G	0	2	1	2	8	0	0	10	9	28	25	69	52	2	5
OTOP3	3	4	2	3	11	1	0	0	0	0	0	33	64	0	0
HID1	22	25	9	7	20	13	1	2	2	3	2	149	117	5	7
CDR2L	7	19	22	4	11	11	1499	1607	1460	2594	2973	128	87	1586	1784
LOC109494459	0	1	1	0	0	2	0	1	2	0	0	4	11	2	1
MRPL58	203	219	228	111	33	171	243	347	282	402	496	57	46	150	207
LOC111557921	3	0	2	2	0	1	0	0	0	0	2	7	12	1	1
TRNAR-CCU_4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
LOC109494460	15	21	6	4	4	3	3	2	0	1	2	5	19	0	3
TRNAR-CCU_5	0	1	0	0	1	0	1	0	0	7	6	0	3	3	1
TRNAR-UCG_5	0	1	0	0	2	0	0	0	0	0	1	1	2	1	0
TRNAR-UCG_6	3	0	0	3	2	2	5	5	0	7	4	0	1	1	7
TRNAR-CCU_6	5	1	0	3	0	4	14	13	8	11	26	0	1	4	5
ATP5PD	834	923	920	413	147	626	1881	1967	1554	1984	2505	111	90	1377	1733
KCTD2	1309	1571	1424	703	313	1371	1389	2153	1830	2007	2451	128	196	1024	1289
LOC101093474	12	3	5	0	13	4	0	1	1	6	11	81	82	1	9
SLC16A5	95	81	89	62	30	64	948	1479	1297	1585	1855	227	185	839	977
TRNAK-CUU_75	1	0	0	0	0	0	1	1	2	0	0	28	11	0	1
ARMC7	246	245	169	98	63	180	156	278	252	292	303	125	113	188	191
NT5C	196	218	221	225	44	182	71	97	92	138	191	33	34	86	91
JPT1	671	736	826	314	155	527	888	1377	1160	1432	1750	137	103	1012	1237
LOC111557784	287	184	230	127	37	180	18	11	3	16	13	30	18	0	10
SUMO2	2997	3077	3125	1605	578	2038	2461	2734	2249	2860	4041	179	127	1736	2223
NUP85	667	553	583	419	121	489	489	534	423	681	846	192	208	367	443
LOC111557967	0	1	2	4	2	2	0	0	0	0	0	8	0	0	0
LOC111557970	4	0	5	4	2	2	0	1	0	0	0	13	24	0	0
GGA3	1391	945	1158	755	265	977	397	551	504	608	654	226	198	397	450
MRPS7	321	276	292	152	55	221	729	815	717	884	1098	80	84	576	693
MIF4GD	326	338	372	297	81	327	323	447	369	362	512	129	126	424	423
SLC25A19	358	261	366	185	68	244	372	501	450	562	596	151	159	351	390
GRB2	3609	2882	3457	2493	874	3047	1590	1986	1613	2117	2704	371	280	1416	1691
TMEM94	1453	1307	1232	682	267	1041	506	596	624	642	732	387	340	363	391
CASKIN2	38	39	32	15	22	23	164	263	207	316	304	123	162	207	219
TSEN54	560	512	461	202	100	434	193	186	146	232	330	93	72	144	125
LLGL2	265	298	252	86	56	173	21	31	30	29	29	149	172	13	15
MYO15B	52	47	79	26	59	36	17	16	13	6	16	265	386	5	8
RECQL5	522	449	422	246	92	326	301	430	318	370	379	210	200	233	238
SMIM5	14	13	16	11	5	14	2	3	0	0	2	28	47	0	0
SMIM6	34	34	37	29	18	34	7	2	4	5	8	123	160	7	3
SAP30BP	1221	1094	1126	587	238	837	615	619	543	710	903	217	177	389	493
ITGB4	71	39	37	43	33	27	4	4	10	10	6	166	198	4	6
GALK1	591	459	594	491	156	421	370	349	344	468	569	71	79	307	336
LOC105261195	4	4	3	14	2	4	2	1	2	2	1	10	8	0	1
LOC101080845	25443	26371	30744	13006	4366	18047	8954	7704	6494	10823	14226	1061	594	4643	5590
UNK	1073	1052	937	556	261	730	409	455	347	580	691	240	204	198	230
LOC109494465	381	381	322	190	75	200	72	62	51	78	96	26	15	29	36
UNC13D	4673	4082	4920	2193	1060	3880	59	58	43	51	59	281	305	69	74
WBP2	1506	1521	1748	1338	421	1574	470	697	594	739	1012	226	173	512	616
TRIM47	147	61	154	25	24	54	350	417	358	508	648	30	29	286	298
TRIM65	388	297	308	174	64	224	89	122	111	111	113	36	46	114	118
MRPL38	561	529	499	288	92	429	378	531	463	488	564	35	37	294	362
FBF1	307	261	230	118	58	169	128	175	118	162	168	274	245	76	120
ACOX1	1591	1319	1497	1055	406	1045	1877	2517	2078	2391	2909	223	231	1571	1929
CDK3	347	277	436	256	100	302	354	435	394	450	537	133	134	437	476
EVPL	144	82	101	14	48	77	31	75	47	42	46	180	188	35	37
LOC111557953	0	0	0	0	0	1	0	0	0	1	1	3	0	0	1
SRP68	1180	989	1001	722	250	824	961	1124	958	1636	2297	248	235	902	964
GALR2	7	2	7	2	0	3	4	4	0	1	4	29	33	0	0
ZACN	8	9	11	7	9	9	8	10	5	8	6	45	55	4	4
EXOC7	1036	1001	1034	547	223	803	2021	2620	2225	2886	3484	294	230	2026	2291
FOXJ1	11	7	7	2	4	5	0	4	0	2	2	37	55	0	2
RNF157	1050	949	840	269	193	372	297	630	459	480	685	371	361	578	593
UBALD2	2362	3020	2551	1059	490	2418	486	677	706	493	594	194	111	524	686
QRICH2	305	266	241	101	60	212	151	227	170	109	113	189	205	206	221
PRPSAP1	354	281	353	234	74	293	333	450	407	445	568	100	111	233	271
LOC102902088	7	4	0	7	6	2	1	0	0	0	1	41	37	0	2
SPHK1	3	4	2	3	5	1	39	72	70	73	54	66	46	33	52
UBE2O	2349	1597	1450	2720	426	1191	274	437	368	406	555	224	192	182	236
AANAT	5	3	1	1	10	1	1	0	1	0	0	32	18	0	0
RHBDF2	298	188	371	211	118	214	33	30	32	23	24	224	171	43	69
CYGB	0	0	0	0	3	0	91	26	28	47	57	21	26	17	14
PRCD	2	1	4	5	10	1	5	1	0	3	6	116	146	0	0
LOC111557723	963	935	1085	730	212	772	371	435	345	415	542	155	85	239	311
LOC111557900	55	56	40	11	11	43	13	4	0	13	16	7	3	7	0
ST6GALNAC2	52	22	33	32	12	34	517	294	256	371	462	56	62	195	228
ST6GALNAC1	9	18	12	7	13	13	0	0	0	0	0	36	39	0	0
MXRA7	9264	12157	14790	6701	2590	8445	1820	1662	1462	1576	1891	101	55	2234	2774
JMJD6	492	510	410	196	90	366	685	601	486	1010	1253	199	155	434	578
METTL23	1142	887	966	429	142	593	589	740	636	792	983	80	48	426	504
SRSF2	6219	5497	5047	2287	831	3204	1920	1847	1566	2084	2715	399	225	1342	1745
MFSD11	732	772	754	400	185	551	1627	1963	1572	2007	2612	123	155	1062	1392
MGAT5B	29	12	18	14	23	6	6	6	4	2	3	106	104	14	10
TRNAK-CUU_76	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC109494127	2	1	0	0	6	0	0	0	0	0	0	20	9	0	0
LOC111557794	202	210	221	99	36	159	41	60	50	48	47	11	19	35	23
LOC111557915	746	909	342	1186	290	442	74	103	83	118	111	32	10	29	28
LOC111557795	99	59	64	40	28	42	101	387	371	491	558	43	52	251	308
LOC109494471	19	9	7	23	22	6	13	10	4	61	64	61	58	2	12
SEC14L1	1076	839	1098	549	240	730	1762	1822	1648	1660	1909	214	140	1580	1835
LOC111557724	1	1	0	1	4	0	0	0	0	0	0	12	4	0	0
9-Sep	4540	4106	4169	2514	992	3162	3845	2844	2534	3994	5422	960	602	2485	2677
LOC109494474	20	14	15	6	9	8	5	9	11	22	25	21	24	5	5
LOC111557807	37	56	38	35	12	32	0	0	0	0	0	33	30	4	4
LOC109494475	4	4	1	6	9	2	0	0	0	0	0	42	58	0	0
LOC109494476	0	0	2	0	1	0	1	1	0	0	0	7	3	1	5
LOC111557839	1	0	1	1	3	2	0	1	1	0	0	9	8	1	0
LOC109494477	0	1	2	2	5	0	0	0	0	1	0	8	14	0	0
LOC102900882	2	0	1	0	4	0	1	5	1	0	0	14	17	1	1
LOC111557851	0	0	0	0	2	0	0	0	0	0	0	1	4	2	0
TNRC6C	1868	1485	1637	1024	431	1044	490	771	701	693	787	467	415	379	410
TMC6	3724	4605	3485	2277	850	3548	56	56	44	27	37	143	125	88	126
TMC8	4622	6354	3026	2947	1674	5345	1	0	0	1	1	250	220	3	1
LOC111557800	24	11	7	5	2	5	0	0	0	0	0	1	7	0	0
SYNGR2	2845	2727	3833	1811	560	2330	700	1183	1175	660	784	112	107	1616	1929
TK1	61	63	106	67	18	67	104	8	7	67	81	159	95	32	54
AFMID	205	241	232	88	32	132	56	32	20	62	81	66	55	66	73
BIRC5	154	137	170	77	33	101	119	95	77	118	135	157	94	89	103
TMEM235	4	2	1	6	5	1	1	0	0	0	0	21	18	0	0
LOC101081589	128	175	104	46	47	135	18	25	27	33	37	43	59	28	34
LOC111557775	3	1	1	0	2	3	0	1	2	0	0	10	15	2	2
LOC111557829	9	12	16	1	6	9	1	2	4	8	11	68	73	2	10
SOCS3	748	1537	875	860	193	1742	171	206	185	444	666	69	64	169	222
PGS1	694	686	623	305	160	596	428	433	456	617	677	117	81	267	278
DNAH17	185	158	157	69	110	102	65	42	38	61	91	362	467	24	45
LOC109494484	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
LOC109494482	8	1	8	1	3	2	3	0	0	2	2	13	6	1	2
LOC109494483	13	4	9	15	6	6	15	6	1	11	9	14	12	0	3
LOC109494485	1	1	1	1	5	3	0	1	1	0	1	56	56	1	1
CYTH1	2197	2008	1818	1081	383	1473	421	246	216	554	683	634	375	294	353
LOC111557890	45	24	29	29	4	24	1	0	2	3	1	6	4	3	5
LOC109494488	41	80	57	55	16	55	13	6	10	13	12	41	47	13	11
LOC109494490	58	39	69	58	25	52	3	0	0	0	1	77	90	1	2
USP36	1607	1557	1205	736	364	1180	616	552	529	658	816	243	225	363	490
TIMP2	9822	14572	11718	10466	4044	9706	6112	10668	9063	11421	14883	103	123	7578	8017
CEP295NL	34	22	30	22	30	27	20	10	13	22	18	52	58	5	17
LOC111557805	7	12	9	6	10	1	31	12	11	10	26	43	62	7	20
LOC105261197	1682	2332	1915	749	625	1863	1623	1750	1683	1115	1450	320	214	1788	1822
C1QTNF1	6	2	5	2	14	3	609	1146	1074	697	841	34	67	513	615
LOC109494492	1	0	0	0	2	0	0	0	0	0	0	8	6	1	0
ENGASE	469	316	311	135	75	240	149	139	143	97	126	92	90	106	138
RBFOX3	17	12	19	7	28	7	31	47	38	13	17	54	82	55	58
LOC109494493	13	11	9	13	38	7	12	28	28	26	31	113	113	30	29
LOC109494494	3	0	1	1	5	0	0	0	0	0	0	23	24	0	0
LOC111557856	3	1	0	1	8	2	0	1	0	0	0	52	75	0	0
ENPP7	118	98	83	18	7	3	0	0	1	0	0	35	48	0	0
LOC109494131	7	1	4	0	2	0	0	0	0	0	0	6	5	0	0
CBX2	196	162	185	43	44	107	56	73	79	103	136	102	90	34	28
CBX8	139	148	182	40	31	119	136	209	171	245	312	95	92	111	160
CBX4	567	678	541	223	100	443	522	525	456	519	638	387	273	392	466
LOC109494498	1	0	1	1	4	2	0	3	1	0	0	22	28	0	2
TBC1D16	2	6	2	9	22	5	336	809	720	475	569	106	138	355	413
CCDC40	7	2	2	3	30	3	0	4	2	0	1	120	150	1	5
GAA	652	427	737	207	136	363	1248	1361	1197	1187	1331	73	83	1010	1179
EIF4A3	1351	1189	1321	798	284	1021	1135	1298	1062	1471	1867	271	213	832	992
LOC111557809	13	3	8	3	4	5	5	2	3	3	12	50	54	2	1
CARD14	77	54	71	24	51	40	111	119	112	100	138	101	109	98	113
SGSH	545	432	522	239	93	279	1700	1765	1708	1259	1461	35	47	1248	1335
SLC26A11	292	183	249	95	56	123	393	483	379	321	351	102	92	239	331
RNF213	14509	24696	12320	5779	6613	18563	6149	8535	7231	9502	10780	1594	1307	4847	5337
TRNAK-CUU_77	8	14	9	3	3	13	1	0	0	2	2	20	26	0	1
ENDOV	238	150	194	121	52	150	222	202	211	262	273	36	39	137	165
LOC111557811	27	4	8	2	5	7	16	15	25	27	35	15	19	18	8
NPTX1	73	45	54	23	48	81	28	6	2	15	16	146	109	12	12
RPTOR	1288	1301	1078	406	278	725	512	467	478	668	755	297	297	371	467
CHMP6	933	913	833	529	225	728	788	783	741	846	1006	112	91	637	664
LOC111557812	241	155	229	160	45	191	52	49	45	89	102	11	11	25	37
BAIAP2	241	119	276	156	79	153	191	209	162	304	363	93	87	176	196
LOC109494504	36	11	20	14	19	8	21	10	9	18	24	31	35	4	29
AATK	104	44	65	52	45	46	33	40	46	22	15	74	71	139	168
LOC111557814	1	1	2	3	7	0	0	0	1	0	0	12	15	0	0
LOC105261202	3	1	1	1	10	1	0	0	1	0	0	24	16	0	0
CEP131	120	109	139	108	56	104	293	293	289	345	358	75	118	219	302
TEPSIN	748	626	582	285	143	518	300	306	274	248	290	89	86	178	233
NDUFAF8	183	208	185	82	41	156	302	385	347	420	495	28	28	248	272
SLC38A10	1533	1310	1462	731	362	1013	4184	5680	5348	3393	4095	244	230	4415	5200
LOC102899128	284	233	330	125	66	246	715	522	448	623	791	27	21	487	612
LOC109494506	18	34	52	9	8	23	0	0	0	1	0	9	2	0	0
BAHCC1	278	124	145	240	136	140	394	281	207	482	534	150	149	213	223
LOC109494508	2	2	1	0	5	4	9	6	4	11	10	34	35	12	6
ACTG1	203336	111197	211958	117169	62550	208989	201699	222887	194780	297532	362368	4760	2639	234405	278822
LOC102899195	208	84	176	99	34	131	29	44	21	52	55	6	16	24	37
FSCN2	15	8	6	13	18	9	5	3	3	6	7	29	20	2	4
FAAP100	610	355	482	279	131	391	424	391	378	501	518	67	72	225	308
NPLOC4	1474	1404	1489	873	320	1154	2847	3060	2832	4532	5436	226	184	2552	3052
TSPAN10	43	16	50	22	30	26	13	20	24	21	19	80	110	16	27
PDE6G	4	5	11	11	5	9	0	4	4	3	1	13	10	0	2
LOC109494510	11	5	6	3	1	2	1	1	0	0	1	14	4	0	0
OXLD1	50	27	25	23	7	25	75	99	110	112	106	20	20	67	60
CCDC137	1234	950	1132	496	208	644	346	331	292	300	321	120	110	215	273
ARL16	329	214	261	122	55	212	262	284	235	394	413	73	59	192	232
HGS	964	745	891	476	221	663	1535	1625	1533	1760	2067	310	238	1349	1663
MRPL12	231	210	216	131	60	167	584	633	615	759	905	113	67	483	552
SLC25A10	280	150	194	138	60	198	143	174	158	141	183	19	42	166	178
GCGR	122	41	77	57	34	68	1	0	1	1	0	22	26	0	0
MCRIP1	896	677	808	550	156	715	812	973	955	1323	1341	87	52	906	865
LOC102899728	1	2	2	7	7	1	4	2	2	1	2	5	8	2	2
PPP1R27	6	0	3	5	4	5	6	1	3	4	0	12	8	0	0
P4HB	2817	2732	3325	1594	727	2065	19542	16503	14553	19391	24703	744	370	17679	20290
ARHGDIA	1191	825	1170	721	214	703	1253	1075	958	1771	2028	565	344	1195	1393
ALYREF	606	580	661	319	129	531	807	753	658	1022	1233	121	81	451	552
ANAPC11	126	102	109	76	30	105	258	230	238	325	383	32	26	163	185
NPB	2	1	2	1	1	0	0	1	1	1	3	5	2	1	4
PCYT2	857	549	808	376	184	633	1650	2073	2013	3169	3879	108	78	2203	2633
SIRT7	1326	1251	1261	581	289	930	387	325	289	372	410	164	118	221	306
LOC109494512	279	212	171	116	40	152	36	27	12	25	44	16	38	31	18
MAFG	703	508	733	255	184	430	1635	2286	2065	2246	2695	250	245	1153	1304
PYCR1	168	101	170	70	37	112	3291	3039	2807	4554	4846	74	81	2901	3391
MYADML2	3	3	3	2	17	3	0	0	0	0	0	53	18	0	1
NOTUM	0	3	2	3	13	5	9	1	0	13	10	32	26	3	2
ASPSCR1	631	552	553	243	187	443	679	810	757	799	913	199	136	643	746
CENPX	185	96	173	59	49	82	163	266	277	144	182	16	10	283	317
LRRC45	1083	751	972	467	235	741	483	547	481	520	659	157	115	336	415
RAC3	66	57	37	28	9	35	50	86	93	74	64	22	28	89	102
DCXR	238	145	266	106	48	183	448	910	804	573	631	17	30	296	374
LOC101091418	251	260	220	177	41	214	0	0	0	0	0	31	28	0	0
RFNG	948	926	916	482	228	883	1568	2094	1919	1875	2082	34	33	1913	2275
GPS1	956	889	987	627	217	802	1109	1178	1197	1472	1675	197	122	951	1042
DUS1L	1948	1763	1744	879	326	1383	972	848	769	1147	1363	367	222	658	725
FASN	2512	1782	2114	1254	486	1495	5953	6182	5482	11873	13367	361	225	5507	6116
CCDC57	216	190	179	87	63	102	180	208	186	174	187	104	77	115	135
SLC16A3	2184	2178	2518	1112	666	2280	1610	832	779	2979	3411	89	83	969	1096
CSNK1D	1476	1382	1391	709	342	1060	1726	1913	1643	2240	2782	378	375	1520	1762
LOC111557822	5	2	0	0	4	0	0	0	0	0	0	16	16	0	0
CD7	1117	1117	874	251	208	590	14	12	14	14	24	59	46	204	270
SECTM1	3	5	5	4	18	3	242	164	149	186	225	40	51	4394	5029
LOC111557819	4	0	0	3	8	2	0	0	0	1	0	8	11	1	4
LOC111557820	1	0	1	0	1	0	0	0	0	0	0	10	4	0	1
LOC109494132	0	0	0	0	0	0	0	0	0	0	0	19	20	0	0
LOC111557862	1	1	0	0	5	2	0	0	0	0	0	16	10	0	0
METRNL	305	186	443	190	101	212	1028	1398	1301	1382	1667	128	98	1273	1530
B3GNTL1	349	254	282	179	73	126	116	106	120	109	127	178	150	45	76
TBCD	1055	944	1009	513	256	820	2304	2685	2540	3823	4553	403	346	1892	2123
ZNF750	5	7	8	10	9	9	3	6	4	12	5	90	79	3	1
FN3K	104	247	113	62	28	59	574	936	841	774	939	51	74	716	723
FN3KRP	1341	1216	1117	528	221	752	593	695	583	825	960	81	93	464	576
LOC105261201	24	26	21	20	7	23	0	4	3	0	2	21	22	0	1
LOC105261200	22	12	9	5	8	11	4	5	6	3	6	79	83	0	1
RAB40B	64	49	74	36	22	37	161	178	161	186	231	75	67	123	178
LOC109494096	6	4	9	3	4	10	1	2	1	0	3	33	30	3	4
WDR45B	1668	1720	1756	861	341	1349	1966	2338	1991	2223	2784	135	134	1609	1961
FOXK2	1261	985	1140	782	331	761	975	1094	952	1365	1750	186	158	657	805
LOC109494515	17	11	12	14	7	8	1	6	11	17	20	51	55	0	2
LOC109494516	7	4	4	5	3	5	1	0	2	0	1	37	25	0	0
NARF	1379	1228	1375	830	317	1355	1058	1113	1002	1837	2377	385	294	564	606
TRNAQ-CUG_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE1H17orf62	1700	1586	1627	719	398	1362	1419	1433	1334	1497	1785	210	95	1173	1166
HEXDC	210	136	199	98	41	91	114	96	110	106	123	117	107	71	101
OGFOD3	137	76	127	43	35	53	337	315	288	282	391	153	176	293	330
UTS2R	4	2	2	4	21	4	1	2	0	0	1	40	62	4	3
LOC111557725	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0
LOC111559128	0	0	1	0	1	0	0	0	0	1	0	16	11	0	0
LOC111559129	3	1	3	3	2	2	6	11	4	7	7	25	23	5	5
LOC111559130	2	0	1	2	0	2	4	9	3	4	5	2	5	0	3
LOC109496912	77	86	39	28	7	35	21	25	8	24	22	65	88	8	13
LOC111559131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559133	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
LOC111559134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105260083	216	198	163	150	95	169	160	224	209	111	122	551	621	205	190
LOC105260084	41	33	20	32	41	44	46	30	51	28	37	738	882	69	83
LOC111559136	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0
LOC111559135	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0
LOC111559137	0	0	0	0	0	0	0	1	0	0	1	7	8	1	0
LOC111559138	1	1	0	1	2	0	0	0	0	0	0	5	1	0	0
LOC111559139	1	0	0	0	0	0	0	0	0	0	0	17	20	0	0
LOC111558030	1	1	0	1	5	0	0	2	0	0	1	35	44	0	0
LOC111558016	1	3	3	1	0	5	0	0	0	0	1	2	5	0	3
LOC109494695	57	22	22	36	30	6	5	4	4	14	11	110	128	32	34
LOC101088444	333	271	264	149	70	235	264	312	322	385	442	252	232	220	260
MZF1	347	284	364	171	66	204	184	174	135	192	194	121	143	92	126
UBE2M	444	452	456	201	95	311	1148	1240	1118	1592	1999	88	47	1037	1344
CHMP2A	1228	1236	1463	667	258	933	1660	1994	1762	2347	2750	369	241	1583	1896
TRIM28	3017	2172	2286	1289	495	2210	2985	3094	2782	3872	4430	518	347	2284	2755
LOC102899610	19	14	15	15	8	13	16	29	23	35	35	48	49	14	19
ZBTB45	113	81	77	40	38	56	69	60	55	89	104	114	99	61	43
SLC27A5	345	278	264	133	60	170	287	274	263	260	350	151	176	167	206
ZNF446	966	935	870	531	203	686	243	274	208	262	245	133	147	83	96
ZNF324	223	218	194	105	47	151	299	264	212	286	337	63	45	175	213
LOC102899750	33	27	36	11	8	24	23	20	29	16	35	30	23	7	14
LOC111558087	64	52	55	34	25	42	24	56	52	34	40	80	87	18	16
