N_unmapped	4438_S1_L002_ReadsPerGene.out.tab	4460_S2_L002_ReadsPerGene.out.tab	4474_S3_L002_ReadsPerGene.out.tab	4501_S4_L002_ReadsPerGene.out.tab	4510_S5_L002_ReadsPerGene.out.tab	4520_S6_L002_ReadsPerGene.out.tab	DC1MINUS_S7_L002_ReadsPerGene.out.tab	DC2MINUES_S9_L002_ReadsPerGene.out.tab	DC2PLUS_S10_L002_ReadsPerGene.out.tab	DC2Pool_NoIndex_L001_ReadsPerGene.out.tab	DC3Pool_NoIndex_L001_ReadsPerGene.out.tab	DC4MINUS_S11_L002_ReadsPerGene.out.tab	DC4PLUS_S12_L002_ReadsPerGene.out.tab	Mischief_Minus_S12_L002_ReadsPerGene.out.tab	Mischief_Plus_S11_L002_ReadsPerGene.out.tab	X2654MINUS_S13_L002_ReadsPerGene.out.tab	X2654PLUS_S14_L002_ReadsPerGene.out.tab
LOC102902414	8	5	5	2	11	3	6	2	2	1	2	2	5	7	13	0	1
LOC111557599	1	1	1	0	3	2	0	0	0	1	2	0	0	39	80	0	0
LOC109493839	0	0	2	2	3	0	0	0	0	1	0	0	0	21	22	0	0
LINGO2	1	0	2	0	2	0	0	0	0	0	0	0	0	6	20	0	0
LOC109493836	4	3	2	3	23	5	0	1	1	196	141	0	2	187	213	0	0
LOC109493838	0	0	0	0	0	0	0	0	0	50	32	0	0	25	32	0	0
LOC111557641	0	1	0	1	4	1	0	0	0	0	1	0	0	36	39	0	0
LOC102899218	1	1	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0
LOC102900146	3	2	0	4	14	1	0	0	0	0	0	0	0	49	62	0	0
ACO1	7	7	12	3	7	2	1	0	2	8	4	0	0	18	19	0	1
DDX58	471	343	518	258	115	294	1447	1511	1198	51	64	1353	1815	186	232	1264	1480
TOPORS	2970	6194	2735	722	1101	3440	206	400	322	16	75	217	313	183	143	286	329
NDUFB6	3767	4257	3465	1607	706	3010	1134	1360	1012	5	10	1267	1770	256	210	795	1051
LOC111557502	270	344	351	132	84	244	657	839	745	0	0	726	966	62	38	569	806
TMEM215	24	26	13	12	18	9	18	7	8	150	115	5	4	161	164	3	12
LOC111557503	5	0	2	6	10	5	3	4	3	17	12	4	8	74	61	7	4
LOC111557504	14	11	18	7	8	9	9	2	4	2	0	4	5	45	42	2	9
APTX	1	1	3	1	2	0	1	0	0	0	0	0	0	10	19	0	1
LOC109493840	363	411	382	253	108	271	323	363	296	9	30	405	454	136	142	230	304
DNAJA1	17	7	15	8	3	4	6	6	5	0	2	4	3	10	16	1	1
SMU1	2481	1964	2153	962	462	1880	4098	4171	3420	74	43	3826	5259	302	174	2724	3394
B4GALT1	2630	2428	2463	1236	527	1982	1853	2126	1745	42	15	2184	2905	324	226	1331	1660
LOC109493841	4422	5180	5581	2910	1140	4015	3583	4947	4215	56	21	4742	5802	209	183	3504	4421
LOC111557712	17	6	8	12	17	5	5	4	11	16	15	6	5	46	46	4	9
SPINK4	1	0	0	1	1	0	0	0	1	1	0	1	0	5	3	0	0
BAG1	17	15	15	11	12	12	4	1	1	0	0	8	11	133	141	3	1
CHMP5	590	402	564	339	139	326	979	1121	957	0	2	1568	2160	235	199	807	1077
NFX1	1348	1135	1377	611	287	974	2118	2371	1942	0	1	2113	2760	169	107	1447	1600
AQP7	3443	3568	2976	1642	733	2298	1390	1576	1164	3	2	1512	1926	245	209	826	1064
LOC109493842	10	2	4	3	19	3	2	0	0	2	8	1	0	238	261	0	0
AQP3	3	5	4	2	17	4	0	0	0	3	3	0	0	163	158	0	0
NOL6	149	163	121	100	29	86	3	5	3	3	0	4	7	56	49	14	18
LOC102900678	596	473	428	311	136	326	401	449	499	3	17	430	508	293	314	334	319
UBE2R2	15	10	12	5	7	5	6	12	10	1	1	7	9	44	35	10	10
UBAP2	2200	1450	1560	1889	421	1228	2558	3172	2526	2	26	3174	3952	284	209	1507	1995
LOC111557674	659	639	653	398	197	387	531	617	526	21	26	873	1012	398	381	450	556
LOC111557673	9	8	10	2	0	2	2	3	0	0	0	0	2	0	4	1	0
DCAF12	3	2	2	1	0	0	0	1	2	23	10	0	0	0	2	0	0
LOC111557713	2629	1621	1665	2101	354	1330	1849	1970	1636	150	93	2387	2932	193	193	1000	1355
LOC109493844	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
UBAP1	20	25	13	11	3	15	4	5	4	0	0	10	12	16	15	0	3
KIF24	1156	1468	1163	794	332	1003	1034	1148	1011	37	44	1139	1410	149	122	644	790
TRNAK-CUU_67	131	134	118	107	48	84	51	58	31	37	40	70	109	243	209	31	39
NUDT2	1	0	1	1	0	0	0	0	0	0	0	0	0	13	25	0	0
LOC111557505	208	212	268	116	52	173	212	275	208	69	30	231	348	46	60	162	203
MYORG	9	7	5	2	18	7	2	3	1	93	42	4	2	64	116	3	1
CD4H9orf24	217	270	229	110	40	173	139	134	152	3	1	134	181	149	146	107	123
FAM219A	6	3	7	7	23	4	1	1	1	0	1	0	0	158	159	1	0
DNAI1	354	349	309	107	63	175	485	615	550	4	3	609	777	203	173	411	532
LOC109493845	5	4	6	1	19	3	0	0	0	1	3	1	2	187	200	0	0
ENHO	3	2	2	4	5	4	1	0	2	0	2	0	0	31	33	1	0
CNTFR	29	44	26	12	10	25	95	115	111	0	1	162	151	6	27	104	98
RPP25L	41	5	2	7	18	1	6	5	5	2	3	13	12	95	105	7	6
DCTN3	381	310	300	165	79	282	375	374	357	2	0	396	468	63	64	204	230
ARID3C	710	606	871	407	189	667	1451	1598	1443	118	150	1622	1928	99	92	1291	1353
SIGMAR1	13	10	10	4	21	6	16	8	6	0	5	12	14	109	118	5	4
GALT	253	283	258	100	53	184	988	1101	952	0	1	906	1023	61	71	619	752
IL11RA	314	315	310	154	67	243	706	756	653	0	3	781	841	145	154	618	799
CCL27	112	98	117	52	45	72	2337	4474	3771	33	31	3389	3889	147	190	3287	3685
LOC109493846	10	10	5	2	3	3	10	10	12	1	0	9	8	20	16	4	6
CCL19	56	55	56	31	16	33	40	53	40	4	0	37	40	34	73	31	57
CCL21	3	1	0	2	4	1	12	4	6	0	1	2	8	31	47	24	30
PHF24	9	5	8	6	1	5	2	4	4	2	0	2	3	31	16	9	8
FAM205A	2	3	3	4	16	6	54	22	19	8	31	113	106	98	127	6	9
FAM205C	10	5	7	9	16	5	2	3	3	154	101	2	2	117	129	2	0
LOC111557473	4	0	4	11	8	3	1	1	2	2	2	1	2	51	67	1	5
LOC111557506	1	5	2	8	4	5	37	36	41	0	0	25	27	27	40	15	21
LOC111557701	3	1	2	1	8	4	0	1	0	0	0	0	0	55	64	0	0
LOC109493847	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
DNAJB5	0	0	0	2	2	0	0	0	0	0	0	0	0	31	21	0	0
LOC111557706	15	14	8	5	22	5	171	318	280	4	0	359	336	88	77	352	337
LOC109493849	0	1	1	2	1	1	0	1	0	0	0	1	0	0	2	3	1
CD4H9orf131	5	4	5	1	5	4	2	2	0	2	0	2	4	21	37	1	2
VCP	52	39	44	40	35	12	34	20	19	12	54	48	36	192	204	20	21
LOC111557507	5295	4421	5123	3102	1035	3812	12027	13799	11885	182	122	16386	21110	832	583	11052	13372
FANCG	4	2	8	5	3	3	0	1	0	0	0	0	1	16	22	2	1
PIGO	131	98	117	67	38	68	36	29	18	3	4	21	29	147	162	19	16
STOML2	2837	2197	2072	970	349	1509	1286	1326	1226	146	138	1000	1134	313	305	632	785
FAM214B	676	588	618	346	132	487	1293	1579	1282	3	1	1467	1826	112	109	836	941
UNC13B	243	230	347	133	72	198	632	804	721	3	0	750	799	99	81	586	690
LOC109493851	973	319	455	269	151	225	1350	2092	1570	304	328	1626	2287	706	713	1673	1787
LOC101086263	3	2	1	1	8	1	1	0	1	0	1	3	0	19	24	0	1
LOC102899827	12	4	4	5	19	6	15	57	58	238	114	96	103	198	288	55	74
LOC111557703	3	3	2	3	16	3	42	55	55	10	15	35	42	60	60	124	153
RUSC2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
FAM166B	12	24	9	3	21	9	1487	1952	1741	2	56	2335	2506	221	276	1781	2125
TESK1	1	0	0	1	9	0	4	3	4	0	0	6	4	58	66	7	1
CD72	367	321	302	225	105	218	149	172	136	1	1	190	198	155	124	109	109
SIT1	637	292	425	649	124	338	1	18	2	3	2	3	9	124	111	1	4
CCDC107	24545	19134	31541	31343	12638	40775	22972	37460	31199	0	0	24923	28283	1579	877	16538	19855
ARHGEF39	335	334	308	204	87	273	466	524	446	1	1	463	513	72	65	403	444
CA9	245	223	193	87	40	120	32	45	38	0	0	45	40	152	108	36	33
TPM2	147	114	112	54	40	58	59	60	58	0	1	53	59	174	248	35	39
LOC105261117	346	334	264	54	51	153	21080	20824	17826	0	1	37984	43804	136	128	54604	68907
TLN1	7	7	3	6	2	1	38	11	15	0	0	31	20	13	35	28	39
CREB3	73284	57912	80340	46656	20660	78167	24038	28453	24993	249	109	40057	45389	2710	2062	22417	24778
GBA2	660	829	839	382	154	535	653	837	735	0	4	765	875	148	130	507	522
RGP1	1288	1176	1175	637	242	1051	596	588	536	10	7	706	739	255	264	333	354
MSMP	828	738	821	459	165	530	656	1107	929	25	11	1034	1215	225	221	915	1161
LOC102900490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPR2	8	1	2	2	16	4	1	0	0	0	0	0	0	74	74	0	0
SPAG8	24	10	14	11	41	6	664	780	607	49	40	542	690	236	295	466	582
HINT2	53	47	66	23	16	33	43	22	20	1	3	24	33	60	72	18	17
LOC102900894	391	428	414	245	79	331	611	576	514	5	8	700	814	32	21	469	521
FAM221B	3	5	4	9	2	1	0	0	0	0	0	1	1	22	21	0	0
TMEM8B	7	3	5	5	12	6	2	2	1	93	34	4	7	82	110	2	0
LOC101088278	120	58	82	73	41	35	17	18	21	24	24	24	22	146	174	5	12
LOC101095289	17	3	4	9	18	1	2	0	0	0	0	2	0	76	91	0	0
HRCT1	1	0	4	3	4	1	0	0	0	0	0	0	0	43	48	0	0
LOC111557510	1	0	1	0	5	0	22	9	9	3	3	7	6	7	2	2	10
LOC105261116	1	1	0	0	2	1	32	39	24	7	9	27	21	7	9	11	10
LOC101095775	0	0	1	1	1	1	0	0	0	0	0	12	17	96	99	0	0
LOC101096016	0	1	0	0	0	0	0	0	0	0	0	0	0	13	19	0	0
LOC101096269	1	2	1	0	1	0	0	0	0	2	3	0	0	53	39	0	0
LOC101096518	0	0	0	0	0	0	0	0	0	0	1	0	0	18	25	0	0
LOC101096768	0	0	1	0	2	0	0	0	0	17	7	0	0	7	16	0	0
RECK	1	0	0	2	3	1	0	0	0	78	190	0	0	38	30	0	0
GLIPR2	29	20	21	20	23	17	397	526	462	100	108	261	332	153	196	305	346
CCIN	3257	2130	3172	1178	694	1544	2948	2466	1928	1	0	3269	4111	296	186	1751	2135
LOC109493854	15	3	12	14	8	7	2	2	1	2	3	1	0	56	73	2	0
CLTA	15	2	6	7	17	3	2	3	2	0	0	2	1	99	123	1	0
LOC109493855	2225	1749	2316	1248	458	1635	4092	4414	3780	0	1	4584	5508	357	239	2828	3671
GNE	75	34	71	65	30	36	10	8	3	0	0	5	7	56	55	2	4
RNF38	3236	2531	2758	2207	721	2360	819	846	740	148	63	935	1295	233	283	1189	1406
LOC109493856	2122	1146	1513	2031	549	1069	414	500	359	188	74	513	695	316	274	350	528
LOC105261114	26	6	13	26	10	8	1	0	0	1	0	1	2	35	52	0	2
MELK	1	1	0	1	6	0	6	3	2	0	0	3	8	44	62	1	0
LOC109493857	30	44	39	24	8	29	48	4	0	151	144	26	39	176	153	0	7
PAX5	18	3	5	43	16	6	9	20	10	1	4	8	6	100	124	6	3
LOC109493858	2497	928	1546	2352	804	1174	0	0	0	140	183	0	0	104	101	0	0
ZCCHC7	104	13	57	109	31	34	0	0	0	3	3	0	0	28	24	0	0
GRHPR	963	716	778	628	191	609	420	479	361	64	28	485	697	181	172	288	341
ZBTB5	170	126	167	80	46	116	445	487	497	26	12	749	819	58	62	426	446
POLR1E	170	116	132	83	42	93	116	207	164	1	3	183	283	186	179	72	108
LOC109493860	213	152	180	126	41	131	161	153	135	8	104	201	245	146	150	137	148
FBXO10	2	0	1	1	4	0	0	0	0	0	0	0	0	31	39	0	0
LOC109493859	7	2	3	2	11	4	58	85	62	27	14	143	184	106	132	87	83
TOMM5	1	0	0	0	6	0	1	2	1	40	52	0	1	43	37	2	3
FRMPD1	192	215	232	123	39	127	287	348	273	0	0	292	395	44	36	251	340
LOC109493861	7	4	6	1	36	1	0	0	0	125	45	0	2	281	376	0	0
TRMT10B	0	0	0	1	0	0	0	0	0	2	1	0	0	9	6	0	1
EXOSC3	207	207	214	94	36	139	417	412	370	0	0	505	666	93	110	291	332
LOC109493862	126	112	96	91	45	95	162	226	142	1	0	189	313	93	53	143	158
DCAF10	1	0	3	6	9	1	7	1	0	1	0	2	1	37	31	3	5
SLC25A51	1107	922	915	568	239	764	1547	1790	1483	78	53	1700	2380	80	99	1192	1484
SHB	2607	2546	2301	1091	453	1774	2262	2641	2201	8	11	2720	3448	130	139	1684	1996
ALDH1B1	40	17	12	9	8	6	202	361	340	60	34	188	186	110	105	316	375
IGFBPL1	12	2	9	6	5	6	43	30	26	37	23	15	19	85	93	79	70
LOC102901088	0	0	0	1	7	0	0	0	0	7	1	0	0	88	92	0	2
CCDC180	29	11	14	12	11	5	0	0	0	6	1	0	0	155	198	0	0
TDRD7	27	14	18	19	49	4	0	1	0	157	156	0	2	271	332	1	0
TMOD1	1738	2169	1727	654	467	1503	234	507	380	10	18	275	442	178	211	249	323
LOC111557639	201	151	154	271	54	146	226	330	247	1	0	250	352	134	145	174	243
TSTD2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	0	0
NCBP1	517	395	463	329	112	331	459	552	447	6	17	513	705	82	112	375	389
XPA	1792	1447	1508	872	374	1123	1359	1578	1312	86	102	1562	2286	232	174	992	1140
FOXE1	775	611	641	432	151	474	962	1194	979	2	7	1398	1748	183	177	789	921
TRMO	1	1	1	3	8	1	0	3	1	9	43	0	1	101	115	1	0
LOC111557512	215	180	184	101	48	89	83	121	98	3	10	159	161	90	78	58	62
HEMGN	11	13	10	8	1	13	0	1	0	0	0	2	0	25	36	0	1
LOC109493864	73	110	17	157	13	25	1	1	0	1	2	0	0	41	76	1	2
ANP32B	0	0	0	0	0	0	0	0	0	0	1	0	0	14	12	0	0
LOC111557513	275	183	239	253	85	160	254	206	186	75	102	333	672	592	367	174	152
NANS	9	11	17	6	7	9	8	7	8	1	22	7	11	25	34	7	3
TRIM14	347	302	341	251	90	221	622	850	679	6	20	1139	1512	119	161	739	820
LOC111557514	362	425	339	165	112	266	35	69	46	1	1	13	22	58	62	22	30
CORO2A	36	28	25	17	4	26	1	0	0	0	0	0	0	10	3	0	0
TBC1D2	369	422	536	364	213	870	19	55	50	2	3	22	49	140	173	22	22
GABBR2	83	61	74	47	48	51	57	108	107	2	3	266	292	99	130	36	54
ANKS6	8	11	5	6	20	4	32	20	12	1	4	44	45	165	198	11	17
LOC109493868	13	18	27	15	18	4	198	239	184	42	23	293	430	131	148	107	147
GALNT12	2	0	1	0	4	2	9	14	19	1	1	16	24	16	22	9	2
LOC109493870	312	216	337	128	86	196	435	638	515	3	6	449	642	109	122	178	245
LOC109493869	0	2	1	1	4	3	5	15	14	1	1	3	4	32	56	2	3
LOC109493872	1	3	1	2	6	3	0	3	1	1	4	1	0	75	110	0	2
COL15A1	0	0	0	0	1	0	0	1	4	23	14	1	0	7	13	1	1
TGFBR1	58	46	43	25	39	38	10353	19555	16470	5	43	8352	10497	475	512	5127	6277
LOC109493873	1558	1013	1305	735	317	683	2003	2175	1772	24	34	2861	3797	225	199	1121	1423
LOC111557515	0	3	0	1	2	0	0	0	0	0	1	0	0	28	18	0	0
LOC111557516	1	0	0	1	2	0	0	1	1	65	39	0	1	40	35	0	0
ALG2	1	0	2	4	4	0	0	0	3	25	13	1	6	109	117	0	1
SEC61B	319	281	239	146	47	181	473	613	481	0	0	596	816	90	115	361	466
LOC111557517	830	757	927	410	186	531	1861	1917	1548	4	53	2167	2984	66	39	1227	1665
LOC111557518	2	1	6	8	3	10	6	10	7	115	69	8	13	57	82	0	2
LOC109493875	1	0	2	0	2	0	0	1	0	0	1	0	1	22	32	0	0
LOC109493876	0	0	1	0	5	1	0	0	0	1	1	0	0	23	28	0	0
NR4A3	2	3	2	2	0	2	3	3	2	0	0	1	0	25	40	1	3
STX17	11	17	7	11	12	10	24	39	18	3	1	26	49	189	183	6	10
LOC109493877	263	251	268	127	59	158	252	241	184	134	230	275	339	94	75	137	226
ERP44	457	473	482	290	190	352	265	290	241	20	27	362	412	119	102	207	244
INVS	962	1028	1118	728	304	710	1233	1456	1101	172	153	1271	1929	168	148	1117	1362
LOC111557696	262	245	234	185	67	186	720	891	652	135	47	783	991	262	310	478	529
TEX10	1	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0
MSANTD3	808	810	711	505	201	563	476	438	356	89	107	486	679	90	104	300	360
TMEFF1	95	33	66	39	44	21	118	90	75	22	30	204	250	138	166	42	57
CAVIN4	1	2	2	4	9	0	11	8	3	5	25	3	10	23	43	3	4
LOC111557519	2	0	3	1	3	0	1	6	2	3	15	1	3	60	91	1	0
PLPPR1	0	0	2	0	7	0	0	0	0	0	0	0	0	21	27	0	0
LOC109493879	366	188	372	314	142	275	0	5	2	0	2	0	1	116	118	0	0
BAAT	0	0	1	0	4	0	0	0	0	0	1	0	0	24	20	0	0
LOC101096116	161	118	181	79	82	105	13	0	0	6	15	0	0	47	56	10	5
MRPL50	70	41	24	21	16	53	71	5	7	0	1	7	25	36	55	27	13
ZNF189	217	195	207	90	45	170	73	158	116	0	0	134	224	22	14	94	93
ALDOB	628	608	575	251	135	433	578	631	521	1	0	702	907	82	58	418	492
LOC109493884	2	2	0	0	13	1	4	8	2	3	2	1	1	61	80	7	2
TMEM246	1	1	1	1	1	0	0	2	0	0	0	1	0	16	22	4	0
LOC109493885	9	6	11	3	16	1	621	1150	915	1	0	260	418	105	100	596	621
LOC111557520	0	1	3	2	4	1	20	14	14	0	2	7	12	29	25	4	4
RNF20	0	0	0	1	1	0	1	0	0	104	49	1	0	5	7	2	3
LOC109493886	1268	1030	1118	568	251	833	940	1101	905	47	48	1101	1470	396	373	803	898
GRIN3A	8	6	6	2	3	6	5	3	1	0	0	0	2	7	6	3	4
PPP3R2	30	8	23	24	16	15	564	931	749	147	159	282	357	192	216	1001	1124
LOC105260360	0	0	0	0	3	0	0	0	0	15	44	1	2	20	37	4	4
CYLC2	13	2	7	4	10	7	0	0	0	4	3	0	0	0	0	1	1
LOC105261112	3	0	1	3	11	0	0	0	0	17	6	0	0	32	48	0	0
LOC111557636	3	2	1	2	6	1	0	0	0	67	94	0	0	27	43	0	0
LOC109493630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111557607	2	0	1	0	3	1	0	0	0	1	0	0	0	7	6	0	0
SMC2	0	1	1	0	7	0	1	0	0	1	1	0	1	39	28	0	0
LOC102902407	1333	1547	1437	720	305	1201	398	339	285	183	156	404	543	641	412	337	442
LOC111557465	1	0	1	0	2	0	0	0	0	20	110	0	1	30	47	0	0
LOC101080583	1	0	1	1	2	1	0	0	0	0	1	0	0	11	29	0	0
LOC101100006	0	0	2	0	2	1	0	0	0	0	0	0	0	25	29	0	0
LOC111556266	0	2	0	0	2	0	0	1	0	18	67	0	0	23	24	0	0
LOC101100254	2	0	0	0	0	0	0	0	1	2	3	2	1	17	31	0	0
LOC101081336	1	0	0	1	10	0	0	0	0	0	0	0	0	11	23	0	0
LOC101101005	1	0	1	3	4	0	0	0	0	1	0	0	0	6	7	0	0
LOC111556284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101081581	1	1	0	0	0	0	2	0	0	90	37	1	1	17	18	0	0
LOC111557474	0	0	0	0	0	2	0	0	0	0	0	0	0	2	14	0	0
LOC111556257	0	0	0	0	1	1	0	0	0	0	0	0	0	23	49	0	0
LOC101082351	2	1	1	0	9	3	0	1	0	139	60	0	1	36	52	0	0
LOC111557476	0	1	0	0	7	0	0	0	0	56	19	1	0	1	3	0	0
LOC111557478	0	0	1	0	0	0	0	0	0	0	0	0	1	14	16	0	0
LOC101083628	0	0	2	0	6	0	0	1	0	0	1	0	0	15	28	0	0
LOC101101260	1	1	2	0	7	0	0	1	0	0	1	0	0	3	7	0	0
LOC101080836	2	0	0	0	6	3	0	0	0	0	0	0	2	51	48	0	2
NIPSNAP3A	56	26	49	38	17	32	18	21	19	34	46	16	15	64	82	4	9
LOC101080332	377	392	380	159	66	298	325	509	404	1	0	433	568	67	33	284	332
ABCA1	410	372	394	183	81	265	516	555	469	22	31	651	864	74	91	349	451
LOC111557650	339	1362	459	341	210	667	3856	3494	2980	249	136	3539	4443	496	556	3394	3956
LOC109493887	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	0
LOC111557702	1	1	2	0	3	0	0	1	0	2	12	0	1	31	46	0	1
LOC109493890	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A1	0	0	0	0	0	0	0	3	0	0	1	1	1	17	28	0	1
FSD1L	2211	1465	2385	944	554	1294	2287	1951	1531	38	36	2218	3131	99	135	2636	3198
FKTN	35	53	85	62	21	49	604	886	627	5	6	732	954	87	104	495	621
TAL2	86	67	66	54	37	35	167	165	115	2	10	196	243	91	132	138	160
TMEM38B	1	1	0	1	0	0	3	2	1	0	0	1	2	13	8	1	1
LOC111557521	346	443	395	221	112	292	267	408	305	0	1	353	470	36	64	164	236
LOC109493891	56	102	84	51	24	105	0	1	0	5	69	0	0	7	10	0	0
ZNF462	3	0	1	0	5	1	0	0	0	4	2	0	0	20	30	0	0
LOC109493897	32	57	23	35	36	27	567	579	441	177	121	616	804	295	337	567	680
LOC111557522	6	0	6	7	12	0	14	5	4	0	0	8	13	65	102	5	18
LOC111557523	4	3	2	5	5	2	3	3	0	6	11	2	6	50	67	5	7
RAD23B	0	2	4	1	11	2	0	1	0	0	1	0	2	54	68	0	0
LOC109493902	2420	2400	2645	1108	478	1555	5854	7373	5974	10	16	7135	8947	240	255	6029	7822
KLF4	1	1	1	0	0	2	1	7	10	0	2	14	15	50	50	0	0
LOC109493904	1995	826	2425	1030	399	727	2922	1825	1529	8	8	2068	2554	99	76	1225	1485
LOC109493905	1	1	1	1	3	2	3	0	1	1	2	2	11	17	21	1	2
LOC102900411	2	0	4	4	13	6	1	1	1	2	1	3	1	56	61	8	13
LOC111557524	2	0	0	2	4	0	0	1	0	7	11	0	0	57	48	0	0
LOC101088887	0	0	0	0	4	0	0	5	0	2	0	4	7	17	13	0	2
LOC109493907	0	0	0	0	1	1	0	0	0	0	0	0	0	15	23	0	0
ACTL7B	3	0	3	3	8	5	0	3	0	9	34	2	2	129	151	0	0
ACTL7A	12	2	9	5	6	2	5	2	11	0	2	4	9	45	48	2	5
ELP1	12	2	6	6	2	5	8	15	7	2	1	7	11	59	65	6	6
FAM206A	1299	896	876	493	221	761	1682	2128	1796	104	114	1722	2252	335	363	897	1074
CTNNAL1	370	436	561	240	98	314	995	857	736	3	2	1037	1259	65	87	945	1145
TMEM245	333	989	545	227	53	403	3410	2440	1952	2	13	1666	2070	118	141	4610	5692
FRRS1L	1251	1367	1469	858	311	1132	1570	1909	1538	73	103	1373	1636	180	151	1323	1517
EPB41L4B	3	6	12	4	10	4	3	7	15	13	44	4	5	132	171	19	26
PTPN3	7	4	5	5	28	1	226	354	292	96	87	221	276	244	262	85	148
LOC109493910	2	0	5	5	29	6	187	267	217	57	20	319	371	241	294	189	239
LOC105261111	2	0	2	1	5	1	4	6	3	1	0	6	2	30	28	0	4
LOC109493911	274	91	206	324	143	158	627	872	779	173	295	1596	1992	285	303	1911	2073
LOC109493909	0	0	0	0	2	0	0	1	0	3	1	0	2	20	22	0	0
LOC111557699	0	0	0	0	0	0	1	0	1	36	24	0	2	20	25	0	0
LOC111557525	0	0	0	0	0	0	0	0	0	1	0	0	0	20	46	1	0
CD4H9orf152	5	2	2	6	2	1	0	0	0	0	1	1	1	26	51	0	4
TXN	10	0	2	9	15	4	0	1	0	1	0	0	0	22	32	3	1
LOC109493915	1670	1851	2462	1050	470	1450	9247	6990	6036	2	0	8444	11192	214	128	6851	7979
TXNDC8	284	155	259	156	73	151	262	108	84	2	0	134	188	109	141	78	112
SVEP1	3	1	3	0	5	1	0	3	1	0	2	0	3	79	93	0	1
LOC111557651	7	8	6	10	36	9	7799	8360	6666	69	148	4727	5967	400	465	6328	6614
LOC109493917	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
MUSK	1	0	0	0	6	0	0	0	0	1	3	0	0	9	9	0	0
LPAR1	1	5	2	4	16	6	2	5	2	128	203	0	2	142	132	0	1
LOC101092965	1969	2431	2194	1654	712	1713	1576	2855	2324	5	2	2690	3655	128	172	2794	3391
KIAA0368	113	151	118	79	41	83	0	0	0	0	0	0	1	69	59	0	0
ZNF483	2401	2619	2487	1230	546	1800	3813	4556	3726	173	159	5037	6389	507	461	3629	4130
PTGR1	17	17	21	19	30	13	82	97	54	79	52	126	115	154	200	73	72
LOC101093721	248	100	559	105	119	138	1700	1259	1058	2	4	916	1307	129	163	1164	1306
GNG10	287	318	338	196	63	204	1246	1054	892	0	2	1116	1593	83	44	1088	1286
CD4H9orf84	4273	2919	6204	1907	1704	2946	3658	3788	2922	43	24	3123	4395	36	22	3148	4178
UGCG	21	4	15	8	22	13	6	6	5	251	365	6	1	90	163	7	6
LOC111557527	1033	823	1032	846	202	851	1064	1217	941	4	7	1110	1503	66	64	767	967
LOC111557528	178	155	154	165	41	136	60	90	64	0	0	59	129	31	51	54	76
SUSD1	33	6	13	21	9	14	3	5	1	0	1	3	3	11	12	3	3
PTBP3	9640	10338	11974	5916	2982	8320	152	223	162	9	39	251	279	213	234	96	96
HSDL2	15968	11293	15415	10134	3529	11813	3339	3440	2809	66	29	3797	4672	353	238	1931	2517
KIAA1958	509	466	577	522	187	415	439	676	549	1	6	562	851	59	50	584	740
INIP	11	20	3	17	19	12	14	28	13	101	86	15	16	162	191	12	3
LOC109493921	455	464	445	244	87	312	411	491	394	4	1	393	536	87	84	244	286
SNX30	4	1	3	2	4	3	0	0	0	6	15	0	0	17	38	1	0
LOC111557652	1218	1343	1884	902	357	1174	597	992	813	4	4	666	780	243	262	474	546
SLC46A2	0	0	0	0	2	0	0	0	0	0	0	0	1	5	1	0	0
LOC109493924	38	12	52	16	21	33	72	485	439	2	3	64	60	50	82	320	361
LOC493739	2	0	2	0	2	0	0	0	7	3	5	0	0	45	60	3	0
ZNF883	5	2	1	4	10	3	2	9	5	1	2	0	2	51	68	1	0
ZFP37	1	1	1	0	2	0	0	0	0	9	3	0	0	19	11	0	0
LOC111557695	44	30	42	9	36	12	5	4	6	175	249	10	20	109	115	10	16
SLC31A2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0
FKBP15	570	545	499	239	127	391	243	358	323	7	17	354	463	96	152	270	315
SLC31A1	1531	1013	1465	852	341	886	801	939	845	8	20	856	1060	351	311	724	816
CDC26	479	440	413	242	115	315	1065	1136	943	3	5	1162	1461	89	106	897	1090
PRPF4	361	450	357	183	71	289	283	296	239	0	0	291	408	99	50	269	344
RNF183	732	702	643	385	142	469	348	435	353	2	2	406	534	107	122	290	322
WDR31	13	2	4	1	9	3	1	1	1	0	0	0	2	70	77	0	3
BSPRY	4	6	7	3	24	8	37	38	42	102	189	59	60	111	145	31	53
HDHD3	38	53	41	21	11	32	0	3	2	0	0	0	4	105	110	3	2
ALAD	52	90	54	36	11	60	75	90	67	0	0	83	97	32	62	38	36
